BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	L051	L066	L089	L039	L079	L001	L011	L063	L069	L077	L108	L117	L118	L006	L111	L002	L018	L041	L104	L060	L065	L099	L102	L105	L115	L043	L044	L056	L057	L062	L064	L081	L082	L083	L086	L091	NL057	L093	L098	L096	L101	L106	L114	L116	L109	NL005	NL007	NL019	NL018	NL022	NL023	NL040	NL048	NL049	NL050	NL058	NL059	NL073	NL074	NL064	NL069	NL070	NL071	NL034	NL055	NL087	NL090	NL091	NL093	NL099	NL100	NL101	NL102	NL105	NL108	NL114	NL125	NL119	NL121	NL122	NL128	NL129	NL130	NL131	NL132
apigenin	Xenobiotics	Food Component/Plant	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.5064	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	1.4936	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	1.5943	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256	0.0256
arabinose	Carbohydrate	Pentose Metabolism	0.0805	0.0805	0.0805	7.0145	0.5575	0.1110	156.9072	0.9857	0.0805	0.0805	2.1477	1.0000	0.0805	0.1100	0.3742	0.0805	213.5381	0.0805	3.1726	0.0805	0.0805	0.6748	0.0805	1.7224	0.0805	0.0805	0.0805	5.8348	0.0805	0.0805	1.1402	0.4659	0.0805	0.0805	1.7771	0.6211	9.5243	0.0805	51.8149	0.0805	0.0805	0.7751	0.4059	19.5532	8.3510	0.0805	0.0805	0.6696	0.7114	0.0805	0.0805	0.2524	2.8163	3.6227	0.0805	0.0805	0.0805	0.0805	0.0805	0.0805	0.2707	0.0805	0.0805	0.0805	36.3703	0.0805	0.0805	0.8039	0.0805	0.0805	0.0805	0.5060	0.0805	0.0805	0.0805	0.0805	0.0805	0.0805	1.8885	0.0805	0.0805	0.0805	0.0805	0.0805	0.0805
arabitol/xylitol	Carbohydrate	Pentose Metabolism	0.0909	0.0909	0.0909	0.0909	0.0909	0.0909	16.6319	0.4565	0.0909	0.0909	1.4626	0.0909	0.0909	1.1215	0.3170	0.0909	1.0000	0.0909	0.0909	0.0909	0.0909	8.5887	0.0909	1.1642	0.0909	0.0909	0.0909	0.0909	0.0909	0.0909	0.5009	0.7362	0.0909	0.0909	0.0909	4.3813	0.1257	0.0909	0.2233	0.1106	0.0909	4.7225	4.1612	8.1224	0.0909	0.0909	0.0909	0.1165	0.0909	0.0909	1.1785	8.0650	0.8686	0.1920	0.0909	0.0909	0.5332	0.0909	0.0909	1.6929	0.0909	0.0909	0.0909	0.8320	1.3554	1.2730	0.8127	0.0909	0.0909	0.0909	0.0909	0.0909	1.0225	0.2254	0.0909	0.0909	0.0909	0.0909	16.8172	0.0909	1.0604	0.0909	0.6481	0.1222	0.0909
arabonate/xylonate	Carbohydrate	Pentose Metabolism	0.9267	0.2016	0.2016	0.2016	0.4787	0.2016	17.9842	1.0468	0.2016	0.2016	7.8421	1.4191	0.2016	0.9801	0.2016	0.2016	39.7409	0.2016	2.0863	1.0870	0.2016	2.8418	0.2016	0.8312	0.2016	0.2016	0.8477	0.5053	0.2016	0.2016	3.9784	0.4441	0.2016	0.2016	0.2016	0.4620	0.9176	0.2016	35.2324	0.2016	0.2016	3.1316	3.3871	10.7165	1.0184	0.2016	0.2016	0.2659	0.9816	0.2016	0.2016	1.7300	2.0568	0.5813	0.2535	0.2016	1.0624	0.2016	0.2016	0.9012	0.2016	0.2016	0.2016	1.9232	278.7244	0.2016	0.4857	0.2016	0.2016	0.2016	0.2016	0.2016	0.2582	0.3785	0.2016	0.2016	0.2016	0.2016	9.7802	0.2016	0.3220	0.2016	0.2016	0.5476	0.2016
arachidate (20:0)	Lipid	Long Chain Fatty Acid	0.6642	1.3324	0.6796	0.6820	6.0739	1.9090	1.6572	1.4285	3.1333	1.8307	3.3787	20.7422	0.6309	5.3682	1.2360	0.8959	1.0522	3.8215	0.8320	4.6145	0.5672	0.5818	0.5235	1.2692	1.8892	0.3974	3.6845	0.5035	1.1297	3.2331	3.0408	2.4516	1.0453	0.9678	0.9657	0.5561	2.1161	1.9405	5.9081	0.5261	1.1758	0.7714	0.6457	1.0716	6.9404	0.9202	0.6714	3.7821	1.4541	0.6553	0.7857	0.5558	6.1071	2.0160	4.8513	0.6532	0.7918	1.2168	0.6595	2.7959	0.7916	0.3934	0.5065	6.3998	1.4359	0.5138	0.9638	2.7770	1.0316	0.3221	0.5452	1.0000	0.2877	3.3277	0.8063	0.4911	0.3217	1.5830	0.9482	0.6528	0.9026	0.5600	0.7166	1.4671	0.7728
arachidonate (20:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	1.9703	0.0772	0.0772	0.0772	0.2698	178.6655	0.0772	0.0772	0.0772	0.0772	0.7809	0.0772	0.2840	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	2.2307	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	1.6140	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.4274	0.0772	0.0772	0.1794	0.0772	1.8588	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	1.2191	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772	0.0772
arachidoyl ethanolamide (20:0)*	Lipid	Endocannabinoid	0.9492	1.2701	0.7657	0.7227	0.9599	1.2386	0.7337	1.1084	1.0890	1.0586	0.9133	0.4684	0.8896	1.2269	1.3647	0.9512	0.3404	1.1790	0.9508	1.2778	1.0531	1.0072	1.1170	1.0559	0.9732	1.2379	1.0946	1.0056	1.0285	1.0952	0.8634	1.0678	0.6294	0.8662	0.6671	0.9858	0.7200	0.9905	1.2061	0.8675	0.8808	1.0000	0.9759	1.0722	0.9345	1.2130	0.9872	1.3308	1.2386	1.1520	1.0826	0.7502	0.4845	1.0938	0.9136	0.9495	0.7007	1.0359	1.0919	1.0888	1.1084	0.9222	1.1869	0.9996	0.3209	0.9771	0.9699	1.1005	1.0131	0.9298	0.9122	0.9396	0.8479	1.0038	0.8996	1.1110	0.7683	1.0256	1.1022	0.9208	1.0033	1.0555	1.1788	1.0323	0.9374
argininate*	Amino Acid	Urea cycle; Arginine and Proline Metabolism	0.2879	0.5872	0.6138	0.8572	0.3747	0.6172	17.6524	2.1055	2.0292	0.4575	4.5844	5.1968	0.2879	6.8588	1.6301	0.6799	0.7363	1.2333	0.4610	3.3197	0.2879	4.4044	1.2492	2.8703	0.8871	0.5112	0.6602	2.9430	0.7313	0.6726	1.7613	1.7080	1.7933	0.8958	1.0000	0.5901	4.5288	1.0143	8.0187	0.8929	0.6265	3.8812	3.5853	6.8466	2.4311	0.2879	0.2879	1.6543	1.6050	0.7349	0.2879	0.5385	2.7023	0.9843	4.5481	0.2879	1.9589	1.0468	0.2879	3.7250	0.7193	0.5616	0.5891	0.6764	24.3268	0.7134	0.3382	0.4950	0.2879	0.2879	0.5482	0.4284	0.2879	2.1865	0.2879	0.4564	0.6529	1.3571	4.3727	0.7544	1.0789	0.2879	0.4413	0.7044	1.6086
arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	1.2624	0.7964	0.7964	0.7964	0.7964	1.0000	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964	0.7964
argininosuccinate	Amino Acid	Urea cycle; Arginine and Proline Metabolism	0.2585	0.2585	0.2585	0.8245	0.5677	0.2585	2.8539	1.4320	0.2585	0.2585	5.0680	0.2585	0.2585	3.1449	0.6700	0.4606	0.2585	0.2589	0.2585	1.0987	0.2585	0.6384	0.2585	2.1655	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	2.0603	1.8064	0.2585	0.2585	7.0851	0.2585	0.2585	0.2585	1.6626	0.2585	0.2585	1.9114	0.5604	0.2585	0.6320	0.2585	0.2585	0.4144	0.2585	0.2585	1.9134	0.2585	0.2585	0.2585	0.2889	0.2585	0.2585	0.2585	0.2585	1.0000	0.2585	0.2585	0.2585	0.5036	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	0.2585	1.0021	0.9973	0.2585	1.3366	0.2585	0.2585	0.9431	0.2585
asparagine	Amino Acid	Alanine and Aspartate Metabolism	1.8961	1.1072	0.5528	2.9522	4.9784	0.2603	19.7723	7.3036	3.3081	0.8026	2.1735	25.2106	0.1142	18.7008	0.7366	1.2016	2.1087	0.9373	0.9044	1.2115	0.0851	0.3446	0.9647	1.1003	3.1373	0.0851	1.9764	0.6439	0.5913	1.5493	1.5678	0.6304	0.6508	0.8952	1.1348	0.2544	0.5649	2.4107	0.4372	0.1792	0.8234	3.4393	0.9235	3.0696	1.5941	1.6511	0.8528	0.7556	0.4852	0.0851	3.0131	0.2327	4.6137	1.0000	10.9552	0.1158	0.5017	4.0138	0.0851	1.5427	0.4991	0.0851	0.0851	4.4898	28.1385	0.1542	0.3223	0.7161	0.2987	0.0851	1.4102	0.1554	0.1069	4.8301	0.2280	0.0851	0.1721	12.7941	0.5399	0.7658	2.7238	0.0851	6.1919	1.0980	1.3424
aspartate	Amino Acid	Alanine and Aspartate Metabolism	1.2880	0.2072	0.0446	1.4820	6.6085	0.2231	16.9937	4.4888	3.9826	0.4396	5.8841	19.2942	0.0057	5.4613	1.0000	1.6125	11.7503	1.5639	1.2122	2.2653	0.0057	0.9704	0.3220	1.7735	1.7575	0.0820	1.6078	0.8419	0.7491	0.2871	3.0526	1.6429	0.2275	0.3686	2.0244	0.0103	1.2154	2.2263	0.6199	0.0571	0.5313	5.8538	1.8839	3.9948	2.3120	0.1206	0.3320	0.9640	0.9133	0.0075	0.5988	0.0360	6.2746	2.2944	3.5247	0.0737	1.1281	0.3503	0.0057	2.4229	1.0385	0.0057	0.0057	1.3559	10.5357	0.1716	0.6990	0.7453	0.0193	0.0057	0.4818	0.0639	0.1643	4.2332	0.2057	0.0057	0.0057	0.8338	1.8891	0.3166	1.3988	0.0057	0.0937	1.2082	0.7216
azelate (C9-DC)	Lipid	Fatty Acid, Dicarboxylate	1.0000	0.5805	0.5981	0.9054	1.2189	0.5771	30.6655	2.9829	1.6876	0.4823	13.1337	1.0553	0.3583	0.7844	0.7709	0.4373	14.1735	0.8963	24.4251	1.4268	0.2880	0.7250	0.8222	1.1693	0.6857	0.5701	1.2558	1.1847	0.8740	0.8751	0.8706	3.7524	0.5959	0.6186	2.0346	1.7906	4.9087	1.2860	5.5497	0.5196	0.6099	1.8673	1.1980	11.7984	12.3702	0.4673	0.5060	2.2295	11.4788	0.4967	0.8783	1.0253	35.0391	1.9235	1.9701	0.8437	2.1433	0.6468	0.2880	1.2150	0.9494	0.4419	0.3616	5.8475	7.4517	2.1304	1.6852	2.2430	0.5092	0.4323	0.8726	1.8358	1.4839	1.1674	1.0091	0.4196	0.4976	0.3607	8.8620	0.3944	0.6832	0.2880	0.3770	0.8268	1.3599
azithromycin	Xenobiotics	Drug - Antibiotic	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	1.6419	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581	0.3581
behenoyl ethanolamide (22:0)*	Lipid	Endocannabinoid	1.5456	1.1515	0.8487	0.7677	1.1847	0.9689	0.7585	0.8804	1.6617	1.2378	1.0632	0.1569	0.2114	1.3377	0.9984	0.7904	0.1569	1.0003	1.7427	1.1393	0.7948	1.2088	1.1331	1.1869	1.1352	1.0723	1.0342	0.9761	0.9243	1.2599	1.1160	0.9309	0.6920	0.9749	0.7232	0.8148	0.9902	1.5654	1.1396	1.0832	0.9930	1.0002	0.8688	1.0258	1.4234	1.1738	1.1481	1.2012	1.0694	1.0000	0.8615	0.6590	0.5260	1.1580	1.1931	1.1998	0.9072	1.3325	1.1434	1.2937	1.0721	0.9270	1.4550	1.5857	0.1873	0.9513	1.1696	1.1647	0.9400	0.9251	1.0059	0.9542	0.9074	0.9283	0.9900	1.3270	0.9325	0.5661	0.3111	0.5527	0.4298	0.1569	0.1961	0.5826	0.9695
benzoate	Xenobiotics	Benzoate Metabolism	0.8805	0.5724	0.6781	1.4967	4.4825	0.2760	17.1304	1.4196	0.7452	0.1909	6.4701	2.8812	0.1949	0.3911	0.2282	1.4316	7.9229	0.2724	7.0863	2.2330	0.1244	1.7755	1.5895	1.3362	1.0222	0.4199	0.6109	1.2484	0.6697	0.1893	3.5207	3.0370	1.9248	0.5595	3.4484	0.1968	5.8966	0.9625	3.7641	0.7958	1.9990	2.7721	0.6371	7.1918	4.2516	0.3512	0.8645	1.6969	4.9218	1.0506	0.1167	0.4982	3.4563	3.4264	1.9597	1.1176	1.7930	1.1258	0.2017	0.4645	0.8319	0.3816	0.2079	2.8948	4.5041	0.7043	0.8955	0.6159	0.2338	1.1431	1.1931	0.8428	1.0838	0.6087	0.5625	1.4713	0.9079	0.4458	15.0685	0.3527	0.2532	0.0543	0.1543	1.0000	1.4932
beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	0.4399	0.0419	0.2677	0.6107	1.4381	0.0419	16.8468	1.4827	0.9961	0.0419	1.6262	7.9453	0.0419	1.1447	0.8498	0.5072	16.9123	0.8088	1.0039	2.0756	0.0419	0.6692	0.0471	0.8461	1.0722	0.0419	0.7403	1.1339	0.0419	0.1843	2.3468	2.4563	0.0419	0.0419	1.1535	0.0419	1.0992	0.4063	4.0564	0.5765	0.4044	0.8705	1.8337	14.8718	1.8698	0.0419	0.0419	2.0799	0.8332	0.0419	0.6324	1.1050	2.7906	0.7703	1.0744	0.0419	1.1064	0.4191	0.0419	1.2842	0.4789	0.0419	0.0419	1.2487	14.3456	0.9155	0.3928	0.0419	0.0419	0.0846	0.2609	0.0419	0.5094	0.7510	0.0419	0.0419	0.0419	0.6221	3.8106	0.2368	1.0587	0.0419	0.0419	1.8299	0.0419
beta-citrylglutamate	Amino Acid	Glutamate Metabolism	0.4276	0.0579	0.0579	0.0579	2.1755	0.0579	0.3197	0.1153	0.8336	0.0579	1.7574	0.9031	0.0579	1.0209	0.7172	0.4987	0.0579	0.9429	0.0579	5.4386	0.0579	5.7126	0.0579	1.2288	0.1066	0.0579	1.2364	0.0579	0.0579	0.0579	0.8792	3.9526	0.0579	0.0579	1.0416	0.7757	0.0579	0.2548	0.0623	0.6068	0.0942	3.9260	5.0599	0.7021	0.0579	0.0579	0.0579	5.9108	0.0579	0.0579	2.6509	2.3177	0.0579	0.0579	1.0408	0.0579	1.5242	0.1532	0.0579	4.6569	0.0579	0.0579	0.0579	1.4815	1.2319	0.5185	1.9051	0.0579	0.0579	0.0579	0.0579	0.0579	0.6983	0.9791	0.0579	0.0579	0.0579	0.0579	6.2336	0.0579	0.7623	0.0579	0.0579	2.8589	0.0579
beta-guanidinopropanoate	Xenobiotics	Food Component/Plant	0.5793	0.8467	0.3939	0.8822	0.6565	0.8884	1.5127	0.6737	1.0781	0.2219	1.0000	6.8107	0.6463	2.4565	1.3871	1.4743	0.2219	1.1448	2.8005	8.7045	0.3756	0.7352	0.2219	1.3024	1.6558	0.6498	1.1848	0.6237	0.6603	0.2219	1.4084	2.0333	0.9120	0.7710	1.6908	0.6737	1.0780	1.3866	1.4140	0.4399	0.5599	1.0439	3.0603	2.7407	3.3723	0.3112	0.2219	1.3958	1.4413	0.2219	0.7263	0.3478	8.5314	3.4257	1.4203	0.5652	2.1258	0.8685	0.3586	1.5244	1.1728	0.2219	0.8508	1.4370	1.4824	0.2219	0.6713	0.5557	0.2219	0.7047	0.8054	0.9810	0.2219	1.3657	0.9542	0.2219	0.2219	0.7804	2.2525	1.0613	1.4167	0.2219	0.2327	0.3138	0.9325
beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1.8239	0.4008	0.3592	0.4725	2.1320	0.3725	44.3333	0.5058	1.0000	0.1738	16.7514	9.6955	0.1738	0.1738	0.1738	1.4393	0.1738	0.6084	6.0795	0.1738	0.4090	1.4809	0.5832	1.6407	2.1374	0.1738	3.4084	0.7957	0.5567	0.1738	0.6514	0.8132	0.7354	0.8533	1.1885	1.8117	2.5895	0.8351	2.2999	0.6584	0.6684	4.2223	1.4635	27.5913	2.8550	0.3910	0.1738	0.9363	2.6878	0.3184	0.3374	0.8512	8.0325	1.6201	1.3161	0.1738	1.6257	0.5742	0.1738	2.9130	0.5591	0.1738	0.5758	2.0908	0.1738	1.3260	0.5964	1.1399	0.9487	0.4431	0.5659	1.5604	0.5952	1.2339	1.5307	0.3189	0.3190	0.1738	7.7234	0.1738	1.0735	0.2891	0.1738	0.1738	1.0996
betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	1.0958	0.5850	0.3020	0.1371	4.0612	0.2163	14.9301	0.8588	1.2131	2.3277	2.6341	0.5278	0.1029	2.0315	0.9134	1.6709	8.5469	0.8834	0.1977	2.4515	0.0410	1.4511	0.1350	1.4371	0.9200	0.8900	8.1228	0.5910	1.0000	3.6689	7.3936	4.0830	0.4596	0.3050	0.4919	0.4476	0.3563	1.0730	0.5514	0.3995	4.9682	6.4325	4.6200	9.1408	0.0503	0.4707	1.3460	4.5473	0.7615	0.0410	2.6572	1.4622	0.5320	0.6049	0.9252	0.2210	3.5768	1.7059	0.0410	1.7637	0.2895	0.0663	0.5365	8.4919	4.2896	1.9694	2.1402	0.2020	0.5995	0.5024	2.9404	0.0410	0.7297	2.1679	2.7081	0.0669	0.3008	0.4760	6.6940	2.6601	1.4057	0.0410	0.8430	3.1290	1.5383
beta-sitosterol	Lipid	Sterol	0.1657	0.3462	0.1657	2.6970	0.3684	0.7326	4.7864	2.0628	0.1657	0.4264	6.2469	0.1657	0.1657	0.1657	0.1733	0.1746	3.3929	0.1657	6.8554	0.1657	0.1657	0.2336	0.4219	1.4098	1.1156	0.1657	0.5350	2.6155	0.1657	0.1657	4.4285	0.4986	0.4563	0.1657	3.3621	0.1657	5.6146	0.1657	11.1263	1.1899	0.1657	0.5784	0.1657	8.9082	6.8227	0.3455	0.3177	0.1657	1.2465	2.3732	0.1657	0.1657	8.2351	3.0258	0.8844	0.1657	0.1657	1.2436	0.1657	0.1657	0.1657	0.1657	0.1657	0.1657	5.3040	0.1657	0.1657	1.6045	0.1657	0.1657	0.1657	0.6592	0.1657	0.2898	0.1657	0.4515	0.1657	0.1657	0.4658	0.1938	0.2648	0.1657	0.1657	0.1657	0.6645
betonicine	Xenobiotics	Food Component/Plant	0.0826	0.4818	0.0826	1.2438	0.0826	0.0826	30.6970	0.6481	0.0826	0.0826	5.9824	61.2333	0.0826	0.0826	0.0826	1.0689	21.9885	0.0826	1.4676	1.4060	0.0826	0.4767	0.0826	0.4257	0.7754	0.0826	0.8177	0.6554	0.0826	0.0826	1.0000	0.0826	0.0826	0.0826	0.3806	0.1869	0.0826	0.0826	3.7333	0.0826	0.0826	0.0826	0.0826	14.9960	8.6855	0.0826	0.0826	0.0826	2.7834	0.4559	0.0826	1.4301	0.0826	0.4684	2.9547	0.0826	0.0826	0.0826	0.0826	1.3284	0.8486	0.0826	0.0826	1.1146	19.7393	0.4370	0.1009	2.4612	0.0826	0.0826	0.0826	0.6774	0.2336	0.0826	0.7582	0.0826	0.0826	0.0826	9.5128	0.0826	0.0826	0.0826	0.0826	0.0826	0.1886
bilirubin (Z,Z)	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	0.2635	0.2635	0.2635	0.6153	0.2635	0.2635	6.6108	1.2721	0.2635	0.2635	0.4700	97.9727	0.2635	0.2635	0.2635	0.2635	30.9988	0.2635	0.5808	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2640	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.9764	0.2635	0.2635	0.2635	0.2635	4.0307	0.5900	0.2635	0.2635	0.2635	1.0710	0.2635	0.2635	0.2635	1.0236	0.5611	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	69.3908	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635	0.2635
biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	0.2946	0.2946	0.2946	0.5081	0.2946	0.2946	5.0032	0.5271	0.2946	0.2946	0.6882	0.2946	0.2946	0.2946	0.2946	0.2946	6.9568	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.9867	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	18.4383	0.2946	0.2946	0.2946	1.0248	0.2946	0.2946	0.2946	6.4399	0.2946	0.2946	0.2946	0.2946	1.1543	0.7064	0.2946	0.2946	0.2946	1.0000	0.2946	0.2946	0.2946	0.9391	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	8.1303	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946	0.2946
butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	0.1300	0.1300	0.1300	0.1300	0.1300	0.1300	0.1300	0.1300	0.4146	0.1300	1.5221	0.1300	0.1300	1.2574	0.8163	1.3893	0.1300	3.0777	0.1300	1.0726	0.1300	0.2337	0.1300	2.0990	0.1300	0.1300	0.2864	0.1300	0.1300	0.1300	5.5319	0.3213	0.1300	0.1300	2.1397	0.1300	0.1300	0.1300	0.8363	0.1300	0.1300	0.1300	0.6398	0.2623	0.1300	0.1300	0.1300	0.6755	0.9274	0.1300	1.3471	0.1449	2.2649	0.1300	0.4143	0.1300	0.1300	0.4486	0.1300	3.7192	0.1300	0.1300	0.1300	1.5779	0.1300	0.1300	1.4255	0.1300	0.1300	0.1300	0.1300	0.1300	0.1300	0.8981	0.1300	0.1300	0.1300	0.1300	0.1300	0.1300	1.4268	0.1300	0.1300	1.5605	0.1300
butyrylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	5.8162	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	3.0570	12.0752	0.2832	0.7861	0.6961	0.2832	0.7587	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	0.2832	0.8115	0.2832	0.7033	0.2832	0.2832	0.2832	1.4841	2.3102	0.2832	0.2832	0.2832	0.2832	0.2832	7.5820	0.2832	0.2832	0.4796	0.2832	1.9672	0.2832	0.2832	0.2832	0.2832	0.4879	0.6408	0.2832	0.2832	0.2832	0.2832	0.2832	2.8178	0.2832	0.2832	1.9785	3.2823	0.2832	0.2832	0.2832	0.2832	0.2832	0.5584	0.2832	0.2832	1.1885	0.2832	0.2832	0.2832	0.2832	0.5233	0.2832	0.3386	0.2832	0.2832	0.2832	2.7652
cadaverine	Amino Acid	Lysine Metabolism	2.0223	2.6305	0.0245	1.2623	7.0778	1.6894	13.5391	1.2243	1.7857	0.2888	1.7543	0.2517	0.0417	19.5582	2.3459	0.9509	42.6819	9.4072	0.1546	13.2556	0.0083	0.9897	0.0083	2.4624	15.6529	0.0083	3.2223	0.7258	0.1844	9.5317	18.0508	0.0616	1.4522	0.4242	0.2393	0.0083	3.1676	5.1362	1.2649	0.2750	0.4751	1.5918	7.8937	3.8125	0.1217	0.0207	0.2961	3.1404	2.3786	0.0905	0.0083	0.0083	0.1665	0.2637	10.1609	0.0637	0.6686	0.3204	0.0083	2.2116	0.1270	0.0087	0.2528	1.0103	19.5586	0.0083	1.7835	0.4036	0.0083	0.0083	0.2227	0.0083	0.0203	0.3991	0.1333	0.0383	0.0083	5.2436	0.1757	1.6586	1.2557	0.0511	0.0626	1.4889	0.6496
caffeic acid sulfate	Xenobiotics	Xanthine Metabolism	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	13.1539	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.8321	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.2565	0.1127	0.1127	0.1127	0.1127	1.2068	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	1.1679	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127	0.1127
campesterol	Lipid	Sterol	0.1070	0.1070	0.1070	1.0000	0.2624	0.1070	1.6408	0.7452	0.1070	0.1070	2.5661	0.1070	0.1070	0.2543	0.1070	0.1070	2.1946	0.1070	3.1208	0.1070	0.1070	0.1070	0.1070	0.6963	0.1070	0.1070	0.1070	0.9565	0.1070	0.1070	1.1212	0.1070	0.1470	0.1070	1.3334	0.1070	1.7562	0.1070	5.8949	0.3075	0.1070	0.1070	0.1070	4.6853	3.8714	0.1070	0.1070	0.1070	0.3037	0.8354	0.1070	0.1070	4.8534	1.4149	0.2470	0.1070	0.1070	0.3717	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	1.9493	0.1070	0.1070	0.6925	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070	0.1070
